session_id,video_id,species,bird_id
session_00028,08e8020ea729c10da444cbc312c3aaa1,Dark-Eyed Junco,Dark-Eyed Junco_bird_1
session_00029,08e8020ea729c10da444cbc312c3aaa1,Dark-Eyed Junco,Dark-Eyed Junco_bird_15
session_00035,0c15b2c773ebfdffc3f37b89578972e1,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00036,0c15b2c773ebfdffc3f37b89578972e1,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00037,0c15b2c773ebfdffc3f37b89578972e1,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00038,0c15b2c773ebfdffc3f37b89578972e1,Dark-Eyed Junco,Dark-Eyed Junco_bird_15
session_00039,0c15b2c773ebfdffc3f37b89578972e1,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00040,0c15b2c773ebfdffc3f37b89578972e1,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00041,0c9383915df662825dfa9e29cf6d3e48,Dark-Eyed Junco,Dark-Eyed Junco_bird_8
session_00042,0d0f9a1c3323fcc862e5a66a06e3fe5a,Dark-Eyed Junco,Dark-Eyed Junco_bird_11
session_00043,0d0f9a1c3323fcc862e5a66a06e3fe5a,Dark-Eyed Junco,Dark-Eyed Junco_bird_19
session_00046,13c8a95bbb215f7cbaf932f058dc6254,Dark-Eyed Junco,Dark-Eyed Junco_bird_15
session_00047,13c8a95bbb215f7cbaf932f058dc6254,Dark-Eyed Junco,Dark-Eyed Junco_bird_22
session_00048,13c8a95bbb215f7cbaf932f058dc6254,Dark-Eyed Junco,Dark-Eyed Junco_bird_22
session_00049,150d7c3f802ff68b28dce57ea252013f,Dark-Eyed Junco,Dark-Eyed Junco_bird_15
session_00050,150d7c3f802ff68b28dce57ea252013f,Dark-Eyed Junco,Dark-Eyed Junco_bird_17
session_00051,159acff80ab4e0185050888c10e04589,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00056,187119e0c142927facaebf7f428c170b,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00061,187119e0c142927facaebf7f428c170b,Dark-Eyed Junco,Dark-Eyed Junco_bird_4
session_00069,20490f4f91ca7383b8653ae760f5a075,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00070,20490f4f91ca7383b8653ae760f5a075,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00071,20490f4f91ca7383b8653ae760f5a075,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00073,20490f4f91ca7383b8653ae760f5a075,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00075,21a89ad5f7717f9d32e4e42ae9601a3b,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00076,21a89ad5f7717f9d32e4e42ae9601a3b,Dark-Eyed Junco,Dark-Eyed Junco_bird_13
session_00077,21a89ad5f7717f9d32e4e42ae9601a3b,Dark-Eyed Junco,Dark-Eyed Junco_bird_21
session_00078,21a89ad5f7717f9d32e4e42ae9601a3b,Dark-Eyed Junco,Dark-Eyed Junco_bird_13
session_00079,21a89ad5f7717f9d32e4e42ae9601a3b,Dark-Eyed Junco,Dark-Eyed Junco_bird_4
session_00080,21a89ad5f7717f9d32e4e42ae9601a3b,Dark-Eyed Junco,Dark-Eyed Junco_bird_15
session_00081,21a89ad5f7717f9d32e4e42ae9601a3b,Dark-Eyed Junco,Dark-Eyed Junco_bird_13
session_00082,21a89ad5f7717f9d32e4e42ae9601a3b,Dark-Eyed Junco,Dark-Eyed Junco_bird_4
session_00083,21a89ad5f7717f9d32e4e42ae9601a3b,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00084,21a89ad5f7717f9d32e4e42ae9601a3b,Dark-Eyed Junco,Dark-Eyed Junco_bird_8
session_00085,21a89ad5f7717f9d32e4e42ae9601a3b,Dark-Eyed Junco,Dark-Eyed Junco_bird_17
session_00086,21cf9c6b73672a28d77efa5f4f011657,Dark-Eyed Junco,Dark-Eyed Junco_bird_8
session_00087,21cf9c6b73672a28d77efa5f4f011657,Dark-Eyed Junco,Dark-Eyed Junco_bird_25
session_00088,21cf9c6b73672a28d77efa5f4f011657,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00089,21cf9c6b73672a28d77efa5f4f011657,Dark-Eyed Junco,Dark-Eyed Junco_bird_15
session_00090,21cf9c6b73672a28d77efa5f4f011657,Dark-Eyed Junco,Dark-Eyed Junco_bird_19
session_00091,21cf9c6b73672a28d77efa5f4f011657,Dark-Eyed Junco,Dark-Eyed Junco_bird_19
session_00092,2293e4cc4dc8e55a7c83acf164f1ad80,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00093,2293e4cc4dc8e55a7c83acf164f1ad80,Dark-Eyed Junco,Dark-Eyed Junco_bird_15
session_00094,2293e4cc4dc8e55a7c83acf164f1ad80,Dark-Eyed Junco,Dark-Eyed Junco_bird_2
session_00095,2293e4cc4dc8e55a7c83acf164f1ad80,Dark-Eyed Junco,Dark-Eyed Junco_bird_2
session_00096,2293e4cc4dc8e55a7c83acf164f1ad80,Dark-Eyed Junco,Dark-Eyed Junco_bird_2
session_00097,2293e4cc4dc8e55a7c83acf164f1ad80,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00098,2293e4cc4dc8e55a7c83acf164f1ad80,Dark-Eyed Junco,Dark-Eyed Junco_bird_19
session_00099,2293e4cc4dc8e55a7c83acf164f1ad80,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00100,2293e4cc4dc8e55a7c83acf164f1ad80,Dark-Eyed Junco,Dark-Eyed Junco_bird_19
session_00101,2293e4cc4dc8e55a7c83acf164f1ad80,Dark-Eyed Junco,Dark-Eyed Junco_bird_2
session_00102,2293e4cc4dc8e55a7c83acf164f1ad80,Dark-Eyed Junco,Dark-Eyed Junco_bird_2
session_00103,2293e4cc4dc8e55a7c83acf164f1ad80,Dark-Eyed Junco,Dark-Eyed Junco_bird_2
session_00112,2562a205f5adc1a4f4f985d0caa47b51,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00113,2562a205f5adc1a4f4f985d0caa47b51,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00114,272129f7ae304886f7bdc6366552ae36,Dark-Eyed Junco,Dark-Eyed Junco_bird_15
session_00115,272129f7ae304886f7bdc6366552ae36,Dark-Eyed Junco,Dark-Eyed Junco_bird_7
session_00119,276b98886355c364b8451d1a1631c364,Dark-Eyed Junco,Dark-Eyed Junco_bird_25
session_00120,276b98886355c364b8451d1a1631c364,Dark-Eyed Junco,Dark-Eyed Junco_bird_20
session_00121,276b98886355c364b8451d1a1631c364,Dark-Eyed Junco,Dark-Eyed Junco_bird_20
session_00122,276b98886355c364b8451d1a1631c364,Dark-Eyed Junco,Dark-Eyed Junco_bird_25
session_00123,276b98886355c364b8451d1a1631c364,Dark-Eyed Junco,Dark-Eyed Junco_bird_25
session_00124,276b98886355c364b8451d1a1631c364,Dark-Eyed Junco,Dark-Eyed Junco_bird_20
session_00125,276b98886355c364b8451d1a1631c364,Dark-Eyed Junco,Dark-Eyed Junco_bird_20
session_00126,276b98886355c364b8451d1a1631c364,Dark-Eyed Junco,Dark-Eyed Junco_bird_8
session_00127,276b98886355c364b8451d1a1631c364,Dark-Eyed Junco,Dark-Eyed Junco_bird_4
session_00128,276b98886355c364b8451d1a1631c364,Dark-Eyed Junco,Dark-Eyed Junco_bird_20
session_00129,276b98886355c364b8451d1a1631c364,Dark-Eyed Junco,Dark-Eyed Junco_bird_20
session_00130,276f84c16208de280021c517375a175d,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00131,276f84c16208de280021c517375a175d,Dark-Eyed Junco,Dark-Eyed Junco_bird_1
session_00132,276f84c16208de280021c517375a175d,Dark-Eyed Junco,Dark-Eyed Junco_bird_1
session_00133,276f84c16208de280021c517375a175d,Dark-Eyed Junco,Dark-Eyed Junco_bird_1
session_00134,276f84c16208de280021c517375a175d,Dark-Eyed Junco,Dark-Eyed Junco_bird_1
session_00135,276f84c16208de280021c517375a175d,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00139,27ee27444f8880c4e8bae3c3ddf32e9c,Dark-Eyed Junco,Dark-Eyed Junco_bird_15
session_00140,27ee27444f8880c4e8bae3c3ddf32e9c,Dark-Eyed Junco,Dark-Eyed Junco_bird_20
session_00141,27ee27444f8880c4e8bae3c3ddf32e9c,Dark-Eyed Junco,Dark-Eyed Junco_bird_1
session_00142,27ee27444f8880c4e8bae3c3ddf32e9c,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00143,27ee27444f8880c4e8bae3c3ddf32e9c,Dark-Eyed Junco,Dark-Eyed Junco_bird_7
session_00144,27ee27444f8880c4e8bae3c3ddf32e9c,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00145,27ee27444f8880c4e8bae3c3ddf32e9c,Dark-Eyed Junco,Dark-Eyed Junco_bird_2
session_00146,27ee27444f8880c4e8bae3c3ddf32e9c,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00147,27ee27444f8880c4e8bae3c3ddf32e9c,Dark-Eyed Junco,Dark-Eyed Junco_bird_1
session_00148,27ee27444f8880c4e8bae3c3ddf32e9c,Dark-Eyed Junco,Dark-Eyed Junco_bird_1
session_00154,2b92e24260bb2c221ac93e088b9a61e7,Dark-Eyed Junco,Dark-Eyed Junco_bird_25
session_00155,2b92e24260bb2c221ac93e088b9a61e7,Dark-Eyed Junco,Dark-Eyed Junco_bird_25
session_00156,2b92e24260bb2c221ac93e088b9a61e7,Dark-Eyed Junco,Dark-Eyed Junco_bird_14
session_00157,2b92e24260bb2c221ac93e088b9a61e7,Dark-Eyed Junco,Dark-Eyed Junco_bird_25
session_00158,2baa35cf3cf937ede9fb64228f6883ec,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00159,2baa35cf3cf937ede9fb64228f6883ec,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00160,2baa35cf3cf937ede9fb64228f6883ec,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00161,2baa35cf3cf937ede9fb64228f6883ec,Dark-Eyed Junco,Dark-Eyed Junco_bird_19
session_00162,2d304b8ca6d4cde682e3803790969183,Dark-Eyed Junco,Dark-Eyed Junco_bird_13
session_00163,2d304b8ca6d4cde682e3803790969183,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00164,2d304b8ca6d4cde682e3803790969183,Dark-Eyed Junco,Dark-Eyed Junco_bird_4
session_00165,2d4ec16a4b86c9cb194549feb4422746,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00166,2d4ec16a4b86c9cb194549feb4422746,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00167,2d4ec16a4b86c9cb194549feb4422746,Dark-Eyed Junco,Dark-Eyed Junco_bird_15
session_00168,2d4ec16a4b86c9cb194549feb4422746,Dark-Eyed Junco,Dark-Eyed Junco_bird_25
session_00169,2d4ec16a4b86c9cb194549feb4422746,Dark-Eyed Junco,Dark-Eyed Junco_bird_13
session_00174,2ee1db592f0cb9f02609b4319ed4d392,Dark-Eyed Junco,Dark-Eyed Junco_bird_21
session_00175,2ee1db592f0cb9f02609b4319ed4d392,Dark-Eyed Junco,Dark-Eyed Junco_bird_1
session_00176,2ee1db592f0cb9f02609b4319ed4d392,Dark-Eyed Junco,Dark-Eyed Junco_bird_11
session_00177,2ee1db592f0cb9f02609b4319ed4d392,Dark-Eyed Junco,Dark-Eyed Junco_bird_11
session_00178,2ee1db592f0cb9f02609b4319ed4d392,Dark-Eyed Junco,Dark-Eyed Junco_bird_7
session_00179,2ee1db592f0cb9f02609b4319ed4d392,Dark-Eyed Junco,Dark-Eyed Junco_bird_5
session_00180,2ee1db592f0cb9f02609b4319ed4d392,Dark-Eyed Junco,Dark-Eyed Junco_bird_1
session_00181,2ee1db592f0cb9f02609b4319ed4d392,Dark-Eyed Junco,Dark-Eyed Junco_bird_5
session_00182,2ee1db592f0cb9f02609b4319ed4d392,Dark-Eyed Junco,Dark-Eyed Junco_bird_17
session_00183,2ee1db592f0cb9f02609b4319ed4d392,Dark-Eyed Junco,Dark-Eyed Junco_bird_1
session_00185,30b348156f5f7992e16a22df7671440c,Dark-Eyed Junco,Dark-Eyed Junco_bird_13
session_00186,30b348156f5f7992e16a22df7671440c,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00187,30b348156f5f7992e16a22df7671440c,Dark-Eyed Junco,Dark-Eyed Junco_bird_13
session_00188,30b348156f5f7992e16a22df7671440c,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00189,3246d078ee772b542852cb17b10e0832,Dark-Eyed Junco,Dark-Eyed Junco_bird_14
session_00190,3246d078ee772b542852cb17b10e0832,Dark-Eyed Junco,Dark-Eyed Junco_bird_25
session_00191,3246d078ee772b542852cb17b10e0832,Dark-Eyed Junco,Dark-Eyed Junco_bird_13
session_00192,346dad971b113c46f2bc6cda9d6c8df5,Dark-Eyed Junco,Dark-Eyed Junco_bird_25
session_00193,346dad971b113c46f2bc6cda9d6c8df5,Dark-Eyed Junco,Dark-Eyed Junco_bird_7
session_00194,346dad971b113c46f2bc6cda9d6c8df5,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00195,346dad971b113c46f2bc6cda9d6c8df5,Dark-Eyed Junco,Dark-Eyed Junco_bird_14
session_00196,346dad971b113c46f2bc6cda9d6c8df5,Dark-Eyed Junco,Dark-Eyed Junco_bird_14
session_00197,346dad971b113c46f2bc6cda9d6c8df5,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00198,346dad971b113c46f2bc6cda9d6c8df5,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00203,3985f0a3fc1bbcf9ce71b23079594c8a,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00204,3985f0a3fc1bbcf9ce71b23079594c8a,Dark-Eyed Junco,Dark-Eyed Junco_bird_2
session_00205,3985f0a3fc1bbcf9ce71b23079594c8a,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00206,3985f0a3fc1bbcf9ce71b23079594c8a,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00207,3a18ef9c0d287eca38650e22fc1c4d49,Dark-Eyed Junco,Dark-Eyed Junco_bird_2
session_00208,3a18ef9c0d287eca38650e22fc1c4d49,Dark-Eyed Junco,Dark-Eyed Junco_bird_13
session_00209,3a18ef9c0d287eca38650e22fc1c4d49,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00225,44ecabcec87d98b009951177aa8fe54c,Dark-Eyed Junco,Dark-Eyed Junco_bird_14
session_00226,44ecabcec87d98b009951177aa8fe54c,Dark-Eyed Junco,Dark-Eyed Junco_bird_25
session_00227,44ecabcec87d98b009951177aa8fe54c,Dark-Eyed Junco,Dark-Eyed Junco_bird_14
session_00228,44ecabcec87d98b009951177aa8fe54c,Dark-Eyed Junco,Dark-Eyed Junco_bird_14
session_00229,44ecabcec87d98b009951177aa8fe54c,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00230,44ecabcec87d98b009951177aa8fe54c,Dark-Eyed Junco,Dark-Eyed Junco_bird_11
session_00231,44ecabcec87d98b009951177aa8fe54c,Dark-Eyed Junco,Dark-Eyed Junco_bird_12
session_00232,44ecabcec87d98b009951177aa8fe54c,Dark-Eyed Junco,Dark-Eyed Junco_bird_13
session_00233,44ecabcec87d98b009951177aa8fe54c,Dark-Eyed Junco,Dark-Eyed Junco_bird_19
session_00234,44ecabcec87d98b009951177aa8fe54c,Dark-Eyed Junco,Dark-Eyed Junco_bird_19
session_00235,44ecabcec87d98b009951177aa8fe54c,Dark-Eyed Junco,Dark-Eyed Junco_bird_14
session_00236,46aa34a404101eca381563d63e7a8b62,Dark-Eyed Junco,Dark-Eyed Junco_bird_21
session_00237,46aa34a404101eca381563d63e7a8b62,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00238,46aa34a404101eca381563d63e7a8b62,Dark-Eyed Junco,Dark-Eyed Junco_bird_13
session_00239,46aa34a404101eca381563d63e7a8b62,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00240,46aa34a404101eca381563d63e7a8b62,Dark-Eyed Junco,Dark-Eyed Junco_bird_8
session_00241,46aa34a404101eca381563d63e7a8b62,Dark-Eyed Junco,Dark-Eyed Junco_bird_15
session_00248,4ca36ba3680bb2118d2cbe97edf4e69a,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00249,4ca36ba3680bb2118d2cbe97edf4e69a,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00250,4ca36ba3680bb2118d2cbe97edf4e69a,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00252,4cf8a881f0411382e69f20d825dfef7f,Dark-Eyed Junco,Dark-Eyed Junco_bird_8
session_00255,4cf8a881f0411382e69f20d825dfef7f,Dark-Eyed Junco,Dark-Eyed Junco_bird_22
session_00262,507d2ad111ea7b8cdf43439f03af0275,Dark-Eyed Junco,Dark-Eyed Junco_bird_21
session_00263,507d2ad111ea7b8cdf43439f03af0275,Dark-Eyed Junco,Dark-Eyed Junco_bird_21
session_00264,507d2ad111ea7b8cdf43439f03af0275,Dark-Eyed Junco,Dark-Eyed Junco_bird_21
session_00265,507d2ad111ea7b8cdf43439f03af0275,Dark-Eyed Junco,Dark-Eyed Junco_bird_8
session_00266,507d2ad111ea7b8cdf43439f03af0275,Dark-Eyed Junco,Dark-Eyed Junco_bird_20
session_00267,507d2ad111ea7b8cdf43439f03af0275,Dark-Eyed Junco,Dark-Eyed Junco_bird_21
session_00274,55b3551161a126233cd6840c8d6c19c0,Dark-Eyed Junco,Dark-Eyed Junco_bird_1
session_00275,55b3551161a126233cd6840c8d6c19c0,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00276,55b3551161a126233cd6840c8d6c19c0,Dark-Eyed Junco,Dark-Eyed Junco_bird_1
session_00277,55b3551161a126233cd6840c8d6c19c0,Dark-Eyed Junco,Dark-Eyed Junco_bird_18
session_00278,55b3551161a126233cd6840c8d6c19c0,Dark-Eyed Junco,Dark-Eyed Junco_bird_21
session_00279,55b3551161a126233cd6840c8d6c19c0,Dark-Eyed Junco,Dark-Eyed Junco_bird_1
session_00280,55b3551161a126233cd6840c8d6c19c0,Dark-Eyed Junco,Dark-Eyed Junco_bird_21
session_00285,57904ba194265b18f909e323ea061069,Dark-Eyed Junco,Dark-Eyed Junco_bird_19
session_00287,592064e20e3cd53aa287f3cfabc9d5b8,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00288,592064e20e3cd53aa287f3cfabc9d5b8,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00289,592064e20e3cd53aa287f3cfabc9d5b8,Dark-Eyed Junco,Dark-Eyed Junco_bird_14
session_00290,592064e20e3cd53aa287f3cfabc9d5b8,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00291,595576b07a574a3e3e8d42aa67e75af7,Dark-Eyed Junco,Dark-Eyed Junco_bird_12
session_00292,595576b07a574a3e3e8d42aa67e75af7,Dark-Eyed Junco,Dark-Eyed Junco_bird_20
session_00293,595576b07a574a3e3e8d42aa67e75af7,Dark-Eyed Junco,Dark-Eyed Junco_bird_12
session_00294,595576b07a574a3e3e8d42aa67e75af7,Dark-Eyed Junco,Dark-Eyed Junco_bird_20
session_00295,595576b07a574a3e3e8d42aa67e75af7,Dark-Eyed Junco,Dark-Eyed Junco_bird_14
session_00298,5afdbfa8481df9931365acf525f1e3b5,Dark-Eyed Junco,Dark-Eyed Junco_bird_22
session_00299,5afdbfa8481df9931365acf525f1e3b5,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00303,5ce5b29f09cc8dcad46e121e0951f63c,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00304,5ce5b29f09cc8dcad46e121e0951f63c,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00305,5ce5b29f09cc8dcad46e121e0951f63c,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00306,5ce5b29f09cc8dcad46e121e0951f63c,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00307,5ce5b29f09cc8dcad46e121e0951f63c,Dark-Eyed Junco,Dark-Eyed Junco_bird_2
session_00308,5ce5b29f09cc8dcad46e121e0951f63c,Dark-Eyed Junco,Dark-Eyed Junco_bird_18
session_00309,5ce5b29f09cc8dcad46e121e0951f63c,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00311,60313895cd1f428a29623aba42935215,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00312,60313895cd1f428a29623aba42935215,Dark-Eyed Junco,Dark-Eyed Junco_bird_23
session_00313,60313895cd1f428a29623aba42935215,Dark-Eyed Junco,Dark-Eyed Junco_bird_19
session_00314,6035854e710a88813118f044a4555c0a,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00315,6035854e710a88813118f044a4555c0a,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00316,6035854e710a88813118f044a4555c0a,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00319,605a2c9f5e34110137744985e5dbd362,Dark-Eyed Junco,Dark-Eyed Junco_bird_25
session_00320,605a2c9f5e34110137744985e5dbd362,Dark-Eyed Junco,Dark-Eyed Junco_bird_2
session_00321,605a2c9f5e34110137744985e5dbd362,Dark-Eyed Junco,Dark-Eyed Junco_bird_2
session_00322,605a2c9f5e34110137744985e5dbd362,Dark-Eyed Junco,Dark-Eyed Junco_bird_25
session_00323,605a2c9f5e34110137744985e5dbd362,Dark-Eyed Junco,Dark-Eyed Junco_bird_25
session_00324,6455cd0982fa910edadfd69daf396035,Dark-Eyed Junco,Dark-Eyed Junco_bird_14
session_00325,6455cd0982fa910edadfd69daf396035,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00326,6455cd0982fa910edadfd69daf396035,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00327,6455cd0982fa910edadfd69daf396035,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00328,6455cd0982fa910edadfd69daf396035,Dark-Eyed Junco,Dark-Eyed Junco_bird_7
session_00329,6455cd0982fa910edadfd69daf396035,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00330,6455cd0982fa910edadfd69daf396035,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00331,6455cd0982fa910edadfd69daf396035,Dark-Eyed Junco,Dark-Eyed Junco_bird_16
session_00332,6455cd0982fa910edadfd69daf396035,Dark-Eyed Junco,Dark-Eyed Junco_bird_19
session_00333,6455cd0982fa910edadfd69daf396035,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00334,6455cd0982fa910edadfd69daf396035,Dark-Eyed Junco,Dark-Eyed Junco_bird_14
session_00335,6455cd0982fa910edadfd69daf396035,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00336,6455cd0982fa910edadfd69daf396035,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00337,64b7dabf1fa1904849f9700d3d36a7dd,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00338,677fc93a016112ffe7c70d1d80c570ef,Dark-Eyed Junco,Dark-Eyed Junco_bird_1
session_00339,677fc93a016112ffe7c70d1d80c570ef,Dark-Eyed Junco,Dark-Eyed Junco_bird_15
session_00340,677fc93a016112ffe7c70d1d80c570ef,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00341,677fc93a016112ffe7c70d1d80c570ef,Dark-Eyed Junco,Dark-Eyed Junco_bird_12
session_00342,677fc93a016112ffe7c70d1d80c570ef,Dark-Eyed Junco,Dark-Eyed Junco_bird_15
session_00343,677fc93a016112ffe7c70d1d80c570ef,Dark-Eyed Junco,Dark-Eyed Junco_bird_20
session_00344,684b0a33e47850542f35cecc00345155,Dark-Eyed Junco,Dark-Eyed Junco_bird_22
session_00345,684b0a33e47850542f35cecc00345155,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00346,684b0a33e47850542f35cecc00345155,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00347,6a3640de0a759ee8c56cbb331981ba8c,Dark-Eyed Junco,Dark-Eyed Junco_bird_7
session_00348,6a3640de0a759ee8c56cbb331981ba8c,Dark-Eyed Junco,Dark-Eyed Junco_bird_18
session_00349,6a3640de0a759ee8c56cbb331981ba8c,Dark-Eyed Junco,Dark-Eyed Junco_bird_4
session_00350,6a3640de0a759ee8c56cbb331981ba8c,Dark-Eyed Junco,Dark-Eyed Junco_bird_4
session_00351,6a3640de0a759ee8c56cbb331981ba8c,Dark-Eyed Junco,Dark-Eyed Junco_bird_10
session_00352,6a3640de0a759ee8c56cbb331981ba8c,Dark-Eyed Junco,Dark-Eyed Junco_bird_18
session_00353,6a3640de0a759ee8c56cbb331981ba8c,Dark-Eyed Junco,Dark-Eyed Junco_bird_18
session_00354,6a8de5d6040639850e84dec6a3585c81,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00355,6a8de5d6040639850e84dec6a3585c81,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00356,6b01c0cb9446793e8f81ebf2df676c7f,Dark-Eyed Junco,Dark-Eyed Junco_bird_2
session_00357,6b01c0cb9446793e8f81ebf2df676c7f,Dark-Eyed Junco,Dark-Eyed Junco_bird_19
session_00358,6b01c0cb9446793e8f81ebf2df676c7f,Dark-Eyed Junco,Dark-Eyed Junco_bird_8
session_00359,6b01c0cb9446793e8f81ebf2df676c7f,Dark-Eyed Junco,Dark-Eyed Junco_bird_2
session_00362,6c59f5272304e5aeee916c04d0e72f22,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00364,6c59f5272304e5aeee916c04d0e72f22,Dark-Eyed Junco,Dark-Eyed Junco_bird_6
session_00372,72257ba9f8f5eaf522fa3a0df29e555e,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00375,72257ba9f8f5eaf522fa3a0df29e555e,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00376,769e2c248bc547fa98dc03afbbdf09fb,Dark-Eyed Junco,Dark-Eyed Junco_bird_14
session_00380,769e2c248bc547fa98dc03afbbdf09fb,Dark-Eyed Junco,Dark-Eyed Junco_bird_14
session_00381,769e2c248bc547fa98dc03afbbdf09fb,Dark-Eyed Junco,Dark-Eyed Junco_bird_14
session_00382,78bef4a8da6f41d742e213e7a9e066b1,Dark-Eyed Junco,Dark-Eyed Junco_bird_17
session_00383,78bef4a8da6f41d742e213e7a9e066b1,Dark-Eyed Junco,Dark-Eyed Junco_bird_15
session_00384,78bef4a8da6f41d742e213e7a9e066b1,Dark-Eyed Junco,Dark-Eyed Junco_bird_17
session_00385,79770e16680d881c4ede3b914cbfe56d,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00386,79770e16680d881c4ede3b914cbfe56d,Dark-Eyed Junco,Dark-Eyed Junco_bird_3
session_00387,79770e16680d881c4ede3b914cbfe56d,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00388,79770e16680d881c4ede3b914cbfe56d,Dark-Eyed Junco,Dark-Eyed Junco_bird_0
session_00392,79bb49dad098cbd23fac6188f44bf34f,Dark-Eyed Junco,Dark-Eyed Junco_bird_20
session_00393,79bb49dad098cbd23fac6188f44bf34f,Dark-Eyed Junco,Dark-Eyed Junco_bird_20
session_00394,79bb49dad098cbd23fac6188f44bf34f,Dark-Eyed Junco,Dark-Eyed Junco_bird_4
session_00395,79bb49dad098cbd23fac6188f44bf34f,Dark-Eyed Junco,Dark-Eyed Junco_bird_19
session_00396,79bb49dad098cbd23fac6188f44bf34f,Dark-Eyed Junco,Dark-Eyed Junco_bird_20
